,Unnamed: 0,Unnamed: 1,Trident,Tasman,Gecko,WebKit,KHTML,Presto
34,DOM2,ctrlKey,4.0,Yes,1.0,Yes,?,1.0
35,DOM2,shiftKey,4.0,Yes,1.0,Yes,?,1.0
36,DOM2,altKey,4.0,Yes,1.0,Yes,?,1.0
37,DOM2,metaKey,No,No,1.0,Yes,?,1.0
38,DOM2,button,Incorrect,Incorrect,1.0,Incorrect,?,1.0
39,DOM2,relatedTarget,No,No,1.0,Yes,?,1.0
40,DOM2,initMouseEvent(),?,?,1.0,?,?,1.0
41,Events for interface MouseEvent,Events for interface MouseEvent,Events for interface MouseEvent,Events for interface MouseEvent,Events for interface MouseEvent,Events for interface MouseEvent,Events for interface MouseEvent,Events for interface MouseEvent
42,DOM2,click,4.0,Yes,1.0,?,?,1.0
43,DOM2,mousedown,4.0,Yes,1.0,?,?,1.0
44,DOM2,mouseup,4.0,Yes,1.0,?,?,1.0
45,DOM2,mouseover,4.0,Yes,1.0,?,?,1.0
46,DOM2,mousemove,4.0,Yes,1.0,?,?,1.0
47,DOM2,mouseout,4.0,Yes,1.0,?,?,1.0
48,Interface MutationEvent,Interface MutationEvent,Interface MutationEvent,Interface MutationEvent,Interface MutationEvent,Interface MutationEvent,Interface MutationEvent,Interface MutationEvent
49,DOM2,relatedNode,No,No,1.0,?,?,1.0
50,DOM2,prevValue,No,No,1.0,?,?,1.0
51,DOM2,newValue,No,No,1.0,?,?,1.0
52,DOM2,attrName,No,No,1.0,?,?,1.0
53,DOM2,attrChange,No,No,1.0,?,?,1.0
54,DOM2,initMutationEvent,No,No,1.0,?,?,1.0
55,Events for interface MutationEvent,Events for interface MutationEvent,Events for interface MutationEvent,Events for interface MutationEvent,Events for interface MutationEvent,Events for interface MutationEvent,Events for interface MutationEvent,Events for interface MutationEvent
56,DOM2,DOMSubtreeModified,5.0[t 7],No,1.9,Yes,Partial,No
57,DOM2,DOMNodeInserted,5.0[t 7],No,1.0,Yes,No,1.0
58,DOM2,DOMNodeRemoved,5.0[t 7],No,1.0,Yes,No,1.0
59,DOM2,DOMNodeRemovedFromDocument,5.0[t 7],No,No[g 11],Yes,No,1.0
60,DOM2,DOMNodeInsertedIntoDocument,5.0[t 7],No,No[g 11],Yes,Yes,1.0
61,DOM2,DOMAttrModified,5.0[t 7],No,1.0,No,No,1.0
62,DOM2,DOMCharacterDataModified,5.0[t 7],No,1.0,Yes,No,1.0
63,Events for HTML,Events for HTML,Events for HTML,Events for HTML,Events for HTML,Events for HTML,Events for HTML,Events for HTML
64,DOM2,load,4.0,Yes,1.0,?,?,2.0
65,DOM2,unload,4.0,Yes,1.0,?,?,2.0
66,DOM2,abort,4.0,Yes,1.0,?,?,No
67,DOM2,error,4.0,Yes,1.0,?,?,2.0
68,DOM2,select,4.0,Yes,1.0,?,?,2.0
69,DOM2,change,4.0,Yes,1.0,?,?,2.0
70,DOM2,submit,4.0,Yes,1.0,?,?,2.0
71,DOM2,reset,4.0,Yes,1.0,?,?,2.0
72,DOM2,focus,4.0,Yes,1.0,?,?,2.0
73,DOM2,blur,4.0,Yes,1.0,?,?,2.0
74,DOM2,resize,4.0,Yes,1.0,?,?,2.0
75,DOM2,scroll,4.0,Yes,1.0,?,?,2.0
