,Unnamed: 0,Unnamed: 1,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
87,Early draftfor css-backgrounds-4,background-position-x,8.0[t 15],12,No,Experimental,No,No
88,Early draftfor css-backgrounds-4,background-position-y,8.0[t 15],12,No,Experimental,No,No
89,Fonts,Fonts,Fonts,Fonts,Fonts,Fonts,Fonts,Fonts
90,CSS2,font,4.0,12,1.0,85,Yes,Incorrect
91,CSS2,font-family,4.0,12,1.0,85,Yes,1.0
92,CSS2,font-size,3.0,12,1.0,85,Yes,1.0
93,CSS2,font-style,4.0,12,1.0,85,Yes,1.0
94,CSS2,font-variant,4.0,12,1.0,125,Yes,1.0
95,CSS2,font-weight,8.0,12,Partial,Partial,Yes,Incorrect
96,css-fonts-3,font-size-adjust,10.0[t 16],12,1.9,No[w 18],No,No
97,css-fonts-3,font-stretch,9.0[t 1],12,9.0[g 22],No[w 19],No,No
98,css-fonts-3,font-feature-settings,10.0[t 17],12,34.0[1][g 23],No[w 20],No,No
99,css-fonts-3,font-kerning,No,No,34.0[1][g 23],No,No,No
100,css-fonts-3,font-language-override,No,No,34.0[1][g 23],No,No,No
101,css-fonts-3,font-synthesis,No,No,34.0[1][g 23],No,No,No
102,css-fonts-3,font-variant-alternates,No,No,34.0[1][g 23],No,No,No
103,css-fonts-3,font-variant-caps,No,No,34.0[1][g 23],No,No,No
104,css-fonts-3,font-variant-east-asian,No,No,34.0[1][g 23],No,No,No
105,css-fonts-3,font-variant-ligatures,No,No,34.0[1][g 23],No,No,No
106,css-fonts-3,font-variant-numeric,No,No,34.0[1][g 23],No,No,No
107,css-fonts-3,font-variant-position,No,No,34.0[1][g 23],No,No,No
108,css-fonts-3,unicode-range,9.0[t 18],12,38.0[g 24],No,No,No
109,Text,Text,Text,Text,Text,Text,Text,Text
110,CSS2,text-align,4.0,12,1.0,85,Yes,1.0
111,CSS2,text-decoration,Yes,12,1.0,85,Yes,1.0
112,CSS2,text-indent,3.0,12,1.0,85,Yes,1.0
113,CSS2,text-transform,4.0,12,1.0,85,Yes,1.0
114,CSS2,letter-spacing,4.0,12,1.0,85,Yes,1.0
115,CSS2,word-spacing,8.0,12,1.0,85,Yes,1.0
116,CSS2,white-space,8.0,12,1.9.1,522,Yes,2.1
117,css-text-3,word-break,Partial,Partial,15.0[g 25],No,No,No
118,css-text-3,line-break,11.0,12,No,No,No,No
119,css-text-3,hyphens,10.0[t 19],12,6.0[g 26],Experimental,No,No
120,css-text-3,word-wrap,5.0,12,1.9.1,85,4.3,2.5
121,css-text-3,overflow-wrap,No,No,No[g 27],No,No,No
122,css-text-3,text-align-last,Partial,Partial,12.0[g 28],No[w 21],No,No
123,css-text-3,text-justify,5.5,12,No[g 29],No,No,No
124,css-text-3,text-emphasis,No,No,No,No,No,No
125,css-text-3,hanging-punctuation,No,No,No,No[w 22],No,No
126,Early ideasfor css-text-4,hyphenate-character,No,No,No,No,No,No
127,Early ideasfor css-text-4,hyphenate-limit-zone,10.0[t 20],12,No,No,No,No
128,Early ideasfor css-text-4,hyphenate-limit-chars,10.0[t 21],12,No,No,No,No
129,Early ideasfor css-text-4,hyphenate-limit-lines,10.0[t 22],12,No,No,No,No
130,Early ideasfor css-text-4,hyphenate-limit-last,No,No,No,No,No,No
131,Early ideasfor css-text-4,text-space-collapse,No,No,No,No,No,No
132,Early ideasfor css-text-4,text-spacing,No,No,No,No,No,No
133,Early ideasfor css-text-4,text-wrap,No,No,No,No,No,No
134,Text Decoration,Text Decoration,Text Decoration,Text Decoration,Text Decoration,Text Decoration,Text Decoration,Text Decoration
135,css-text-decor-3,text-shadow,10.0[t 23],12,1.9.1,Yes,3.4,2.1
136,css-text-decor-3,text-decoration-style,No,No,36.0[g 30][g 31],No[w 23],No,No
137,css-text-decor-3,text-decoration-color,No,No,36.0[g 30][g 31],No[w 23],No,No
138,css-text-decor-3,text-decoration-line,No,No,36.0[g 30][g 31],No[w 23],No,No
139,css-text-decor-3,text-decoration-skip,No,No,No,No[w 23],No,No
140,css-text-decor-3,text-underline-position,11.0,12,No,No,No,No
141,css-text-decor-3,text-emphasis-style,No,No,No,No,No,No
142,css-text-decor-3,text-emphasis-color,No,No,No,No,No,No
143,css-text-decor-3,text-emphasis,No,No,No,No,No,No
144,css-text-decor-3,text-emphasis-position,No,No,No,No,No,No
145,,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
146,Writing Modes,Writing Modes,Writing Modes,Writing Modes,Writing Modes,Writing Modes,Writing Modes,Writing Modes
147,CSS2,direction,5.0,12,1.0,85,Yes,1.0
148,CSS2,unicode-bidi,5.0,12,1.0,525,Yes,1.0
149,css-writing-modes-3,writing-mode,7.0[t 24],12,No[g 32],Nightly Build[w 24],No,No
150,css-writing-modes-3,text-combine-horizontal,11.0[t 25],12.0,No,No,No,No
151,css-writing-modes-3,text-orientation,No,No,No,No,No,No
152,Tables,Tables,Tables,Tables,Tables,Tables,Tables,Tables
153,CSS2,border-collapse,8.0,12,1.0,125,Yes,1.0
154,CSS2,border-spacing,8.0,12,1.0,125,Yes,1.0
155,CSS2,caption-side,8.0,12,1.4,85,Yes,1.0
156,CSS2,empty-cells,8.0,12,1.0,125,Yes,1.0
157,CSS2,table-layout,5.0,12,1.0,85,Yes,1.0
158,User interface,User interface,User interface,User interface,User interface,User interface,User interface,User interface
159,CSS2,cursor,5.5,12,1.8,125,Yes,Partial
160,CSS2,outline,8.0,12,1.8,125,Yes,1.0
161,CSS2,outline-color,8.0,12,1.8,125,Yes,1.0
162,CSS2,outline-style,8.0,12,1.8,125,Yes,1.0
163,CSS2,outline-width,8.0,12,1.8,125,Yes,1.0
164,css-ui-3,outline-offset,No,No,1.8,125,3.5,2.1
165,css-ui-3,box-sizing,8.0,12,29.0[g 33],Yes[w 25],3.3.2,1.0
166,css-ui-3,resize,No,No,2.0[g 34],525,No,No
167,css-ui-3,appearance,No,12,Experimental,Experimental,No,No
168,css-ui-3,icon,No,No,No,No,No,No
169,css-ui-3,nav-index,No,No,No,No,No,2.1
170,css-ui-3,nav-up,No,No,No,No,No,2.1
171,css-ui-3,nav-right,No,No,No,No,No,2.1
172,css-ui-3,nav-down,No,No,No,No,No,2.1
173,css-ui-3,nav-left,No,No,No,No,No,2.1
174,css-ui-3,text-overflow,Partial,Partial,7.0[g 35],Partial,3.5.6,Experimental (Nightly)[p 3]
175,Paged media,Paged media,Paged media,Paged media,Paged media,Paged media,Paged media,Paged media
176,CSS2,,,,,,,
177,CSS2,page-break-before,4.0,12,Partial,Partial,3.5,1.0
178,CSS2,page-break-after,4.0,12,Partial,Partial,3.5,1.0
179,CSS2,page-break-inside,8.0,12,19.0[g 36],312,3.5,1.0
180,CSS2,orphans,8.0,12,No[g 37],312,3.5,1.0
181,widows,8.0,12,No[g 37],312,3.5,1.0,
182,css-page-3,page,No,No,No,No,No,No
183,css-page-3,size,No,No,No[g 38],No[w 26],No,1.0
184,css-page-3,image-orientation,No,No,26.0[g 39],No,No,No
185,css-page-3,object-fit,No,No,36.0[g 40],No,No,2.7[p 4]
186,css-page-3,object-position,No,No,36.0[g 40],No,No,2.7[p 4]
187,Speech,Speech,Speech,Speech,Speech,Speech,Speech,Speech
188,css3-speech (retired),cue,No,No,No[g 41],No,No,1.0
189,css3-speech (retired),cue-after,No,No,No[g 41],No,No,1.0
190,css3-speech (retired),cue-before,No,No,No[g 41],No,No,1.0
191,css3-speech (retired),pause,No,No,No[g 41],No,No,1.0
192,css3-speech (retired),pause-after,No,No,No[g 41],No,No,1.0
193,css3-speech (retired),pause-before,No,No,No[g 41],No,No,1.0
194,css3-speech (retired),speak,No,No,No[g 41],Nightly build[w 27],No,1.0
195,css3-speech (retired),voice-family,No,No,No[g 41],No,No,1.0
196,css3-speech (retired),voice-balance,No,No,No[g 41],No,No,Experimental
197,css3-speech (retired),voice-duration,No,No,No[g 41],No,No,Experimental
198,css3-speech (retired),voice-pitch,No,No,No[g 41],No,No,Experimental
199,css3-speech (retired),voice-pitch-range,No,No,No[g 41],No,No,Experimental
200,css3-speech (retired),voice-rate,No,No,No[g 41],No,No,Experimental
201,css3-speech (retired),voice-stress,No,No,No[g 41],No,No,Experimental
202,css3-speech (retired),voice-volume,No,No,No[g 41],No,No,Experimental
203,css3-speech (retired),interpret-as,No,No,No[g 41],No,No,Experimental
204,css3-speech (retired),phonemes,No,No,No[g 41],No,No,Experimental
205,css3-speech (retired),rest,No,No,No[g 41],No,No,No
206,css3-speech (retired),rest-after,No,No,No[g 41],No,No,No
207,css3-speech (retired),rest-before,No,No,No[g 41],No,No,No
208,css3-speech (retired),mark,No,No,No[g 41],No,No,No
209,css3-speech (retired),mark-after,No,No,No[g 41],No,No,No
210,css3-speech (retired),mark-before,No,No,No[g 41],No,No,No
211,,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
212,Media Queries,Media Queries,Media Queries,Media Queries,Media Queries,Media Queries,Media Queries,Media Queries
213,css3-mediaqueries,width,9.0[t 26],12,1.9.1,525,4.1,2.0
214,css3-mediaqueries,height,9.0[t 26],12,1.9.1,525,4.1,2.0
215,css3-mediaqueries,device-width,9.0[t 26],12,1.9.1,525,4.1,2.0
216,css3-mediaqueries,device-height,9.0[t 26],12,1.9.1,525,4.1,2.0
217,css3-mediaqueries,device-aspect-ratio,9.0[t 26],12,1.9.1,525,4.1,2.0
218,css3-mediaqueries,color,9.0[t 26],12,1.9.1,525,4.1,2.5
219,css3-mediaqueries,color-index,9.0[t 26],12,1.9.1,525,4.1,2.5
220,css3-mediaqueries,monochrome,9.0[t 26],12,1.9.1,525,4.1,2.5
221,css3-mediaqueries,resolution,9.0[t 26],12,1.9.1,No,4.1,2.5
222,css3-mediaqueries,orientation,9.0[t 26],12,1.9.1,No,4.2.1,No
223,css3-mediaqueries,aspect-ratio,9.0[t 26],12,1.9.1,No,4.2.1,2.1
224,css3-mediaqueries,grid,11.0,12,Yes,No,4.1,2.5
225,css3-mediaqueries,scan,11.0,12,Yes,No,4.1,2.5
226,Ruby characters,Ruby characters,Ruby characters,Ruby characters,Ruby characters,Ruby characters,Ruby characters,Ruby characters
227,css-ruby-1,ruby-position,No,No,38.0[g 42],No,No,No
228,css-ruby-1,ruby-align,No,No,38.0[g 42],No,No,No
229,css-ruby-1,ruby-merge,No,No,No,No,No,No
230,Multi-column Layout,Multi-column Layout,Multi-column Layout,Multi-column Layout,Multi-column Layout,Multi-column Layout,Multi-column Layout,Multi-column Layout
231,css-multicol-1,column-count,10.0[t 27],12,Experimental[g 43],Experimental,No,2.8[p 5]
232,css-multicol-1,column-width,10.0[t 27],12,Experimental[g 43],Experimental,No,2.8[p 5]
233,css-multicol-1,column-gap,10.0[t 27],12,Experimental[g 43],Experimental,No,2.8[p 5]
234,css-multicol-1,column-rule,10.0[t 27],12,Experimental[g 43],Experimental,No,2.8[p 5]
235,css-multicol-1,columns,10.0[t 27],12,9.0[g 44],Experimental,No,2.8[p 5]
236,css-multicol-1,break-before,10.0[t 27],12,No[g 45],Experimental[w 28],No,2.8[p 5]
237,css-multicol-1,break-after,10.0[t 27],12,No[g 45],Experimental[w 28],No,2.8[p 5]
238,css-multicol-1,break-inside,10.0[t 27],12,No[g 45],No[w 29],No,2.8[p 5]
239,css-multicol-1,column-fill,10.0[t 27],12,14.0[g 46],No,No,2.8[p 5]
240,css-multicol-1,column-span,10.0[t 27],12,No[g 47],Experimental[w 30],No,2.8[p 5]
241,Grid layout,Grid layout,Grid layout,Grid layout,Grid layout,Grid layout,Grid layout,Grid layout
242,css-grid-1,grid,No,No,Experimental[g 48],Experimental[w 31],No,No
243,css-grid-1,grid-template,No,No,Experimental[g 48],Experimental[w 31],No,No
244,css-grid-1,grid-template-columns,No,No,Experimental[g 48],Experimental[w 31],No,No
245,css-grid-1,grid-template-rows,No,No,Experimental[g 48],Experimental[w 31],No,No
246,css-grid-1,grid-template-areas,No,No,Experimental[g 48],Experimental[w 31],No,No
247,css-grid-1,grid-auto-columns,No,No,Experimental[g 48],Experimental[w 31],No,No
248,css-grid-1,grid-auto-rows,No,No,Experimental[g 48],Experimental[w 31],No,No
249,css-grid-1,grid-auto-flow,No,No,Experimental[g 48],Experimental[w 31],No,No
250,css-grid-1,grid-auto-position,No,No,Experimental[g 48],Experimental[w 31],No,No
251,css-grid-1,grid-columns,10.0[t 28],12,Experimental[g 48],Experimental[w 31],No,No
252,css-grid-1,grid-columns-start,No,No,Experimental[g 48],Experimental[w 31],No,No
253,css-grid-1,grid-columns-end,No,No,Experimental[g 48],Experimental[w 31],No,No
254,css-grid-1,grid-row,10.0[t 29],12,Experimental[g 48],Experimental[w 31],No,No
255,css-grid-1,grid-row-start,No,No,Experimental[g 48],Experimental[w 31],No,No
256,css-grid-1,grid-row-end,No,No,Experimental[g 48],Experimental[w 31],No,No
257,css-grid-1,grid-area,No,No,Experimental[g 48],Experimental[w 31],No,No
258,Animation,Animation,Animation,Animation,Animation,Animation,Animation,Animation
259,css-animations-1,,,,,,,
260,css-animations-1,animation,10.0[t 30],12,16.0[g 49],Experimental,No,2.12
261,css-animations-1,animation-delay,10.0[t 30],12,16.0[g 49],Experimental,No,2.12
262,css-animations-1,animation-direction,10.0[t 30],12,16.0[g 49],Experimental,No,2.12
263,css-animations-1,animation-duration,10.0[t 30],12,16.0[g 49],Experimental,No,2.12
264,css-animations-1,animation-iteration-count,10.0[t 30],12,16.0[g 49],Experimental,No,2.12
265,css-animations-1,animation-name,10.0[t 30],12,16.0[g 49],Experimental,No,2.12
266,css-animations-1,animation-play-state,10.0[t 30],12,16.0[g 49],Experimental,No,2.12
267,css-animations-1,animation-timing-function,10.0[t 30],12,16.0[g 49],Experimental,No,2.12
268,css-animations-1,animation-fill-mode,10.0[t 30],12,16.0[g 49],Experimental,No,2.12
269,Transforms,Transforms,Transforms,Transforms,Transforms,Transforms,Transforms,Transforms
270,css-transforms-1,,,,,,,
271,css-transforms-1,transform,10.0[t 31],12,16.0,Experimental,No,2.12
272,css-transforms-1,transform-origin,10.0[t 31],12,16.0,Experimental,No,2.12
273,css-transforms-1,transform-style,10.0[t 31],12,16.0,Experimental,No,No
274,css-transforms-1,perspective,10.0[t 31],12,16.0,Experimental,No,No
275,css-transforms-1,perspective-origin,10.0[t 31],12,16.0,Experimental,No,No
276,css-transforms-1,backface-visibility,10.0[t 31],12,16.0,Experimental,No,No
277,Transitions,Transitions,Transitions,Transitions,Transitions,Transitions,Transitions,Transitions
278,css-transitions-1,,,,,,,
279,css-transitions-1,transition-property,10.0[t 32],12,16.0[g 50],Experimental,No,Experimental
280,css-transitions-1,transition-duration,10.0[t 32],12,16.0[g 50],Experimental,No,Experimental
281,css-transitions-1,transition-timing-function,10.0[t 32],12,16.0[g 50],Experimental,No,Experimental
282,css-transitions-1,transition-delay,10.0[t 32],12,16.0[g 50],Experimental,No,Experimental
283,css-transitions-1,transition,10.0[t 32],12,16.0[g 50],Experimental,No,Experimental
284,Flexible Box Layout,Flexible Box Layout,Flexible Box Layout,Flexible Box Layout,Flexible Box Layout,Flexible Box Layout,Flexible Box Layout,Flexible Box Layout
285,css-flexbox-1,,,,,,,
286,css-flexbox-1,flex,11.0,12,22.0[g 51],9.0[w 32],No,2.12
287,css-flexbox-1,flex-basis,11.0,12,22.0[g 51],9.0[w 32],No,No
288,css-flexbox-1,flex-direction,11.0,12,22.0[g 51],9.0[w 32],No,2.12
289,css-flexbox-1,flex-flow,11.0,12,28.0,9.0[w 32],No,No
290,css-flexbox-1,flex-grow,11.0,12,22.0,9.0[w 32],No,2.12
291,css-flexbox-1,flex-shrink,11.0,12,22.0,9.0[w 32],No,No
292,css-flexbox-1,flex-wrap,11.0,12,28.0,9.0[w 32],No,No
293,css-flexbox-1,order,11.0,12,22.0,9.0[w 32],No,2.12
294,,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
295,Regions,Regions,Regions,Regions,Regions,Regions,Regions,Regions
296,css-regions-1,,,,,,,
297,css-regions-1,flow-into,10.0[t 33],12,No[g 52],Nightly build,No,No
298,css-regions-1,flow-from,10.0[t 33],12,No[g 52],Nightly build,No,No
299,css-regions-1,region-fragment,No,No,No[g 52],Nightly build,No,No
300,css-regions-1,break-before,No,No,No[g 52],Nightly build,No,No
301,css-regions-1,break-after,No,No,No[g 52],Nightly build,No,No
302,css-regions-1,break-inside,No,No,No[g 52],Nightly build,No,No
303,Exclusions,Exclusions,Exclusions,Exclusions,Exclusions,Exclusions,Exclusions,Exclusions
304,css3-exclusions,,,,,,,
305,css3-exclusions,wrap-flow,10.0[t 34],12,No[g 53],Nightly build,No,No
306,css3-exclusions,wrap-through,10.0[t 34],12,No[g 53],Nightly build,No,No
307,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes
308,css-shapes-1,,,,,,,
309,css-shapes-1,shape-margin,No,No,No,Nightly build,No,No
310,css-shapes-1,shape-outside,No,No,No,No,No,No
311,css-shapes-1,shape-image-threshold,No,No,No,No,No,No
312,Masking,Masking,Masking,Masking,Masking,Masking,Masking,Masking
313,CSS2,clip,8.0,12,1.0,85,Yes,1.0
314,css-masking-1,,,,,,,
315,css-masking-1,clip-path,No,No,1.9.1,No,No,No
316,css-masking-1,clip-rule,No,No,No,No,No,No
317,css-masking-1,mask,No,No,Partial,Partial,Partial,Partial
318,css-masking-1,mask-box-image,No,No,No,Experimental,No,No
319,css-masking-1,mask-box-image-outset,No,No,No,No,No,No
320,css-masking-1,mask-box-image-repeat,No,No,No,No,No,No
321,css-masking-1,mask-box-image-slice,No,No,No,No,No,No
322,css-masking-1,mask-box-image-source,No,No,No,No,No,No
323,css-masking-1,mask-box-image-width,No,No,No,No,No,No
324,css-masking-1,mask-clip,No,No,No,Experimental,No,No
325,css-masking-1,mask-image,No,No,No,Experimental,No,No
326,css-masking-1,mask-origin,No,No,No,Experimental,No,No
327,css-masking-1,mask-position,No,No,No,Experimental,No,No
328,css-masking-1,mask-repeat,No,No,No,Experimental,No,No
329,css-masking-1,mask-size,No,No,No,Experimental,No,No
330,css-masking-1,mask-type,No,No,20.0,No,No,No
331,Compositing and Blending,Compositing and Blending,Compositing and Blending,Compositing and Blending,Compositing and Blending,Compositing and Blending,Compositing and Blending,Compositing and Blending
332,compositing-1,,,,,,,
333,compositing-1,mix-blend-mode,No,No,32.0,No,No,No
334,compositing-1,isolation,No,No,36.0,No,No,No
335,compositing-1,background-blend-mode,No,No,30.0,No,No,No
336,Filter Effects,Filter Effects,Filter Effects,Filter Effects,Filter Effects,Filter Effects,Filter Effects,Filter Effects
337,filter-effects-1,,,,,,,
338,filter-effects-1,filter,No,13,35.0[g 54],18.0[w 33],No,No
339,filter-effects-1,flood-color,No,No,No,No,No,No
340,filter-effects-1,flood-opacity,No,No,No,No,No,No
341,filter-effects-1,color-interpolation-filters,No,No,No,No,No,No
342,filter-effects-1,lighting-color,No,No,No,No,No,No
343,Pointer events,Pointer events,Pointer events,Pointer events,Pointer events,Pointer events,Pointer events,Pointer events
344,SVG1.1 andearlierdraft ofcss3-ui,pointer-events,11.0,12.0,1.9.2,530,No,2.0
345,pointer-events,touch-action,11.0,12.0,29.0[g 55],No,No,No
346,Line Grid,Line Grid,Line Grid,Line Grid,Line Grid,Line Grid,Line Grid,Line Grid
347,css-line-grid-1,,,,,,,
348,css-line-grid-1,box-snap,No,No,No,No,No,No
349,css-line-grid-1,line-grid,No,No,No,No,No,No
350,css-line-grid-1,line-slack,No,No,No,No,No,No
351,css-line-grid-1,line-snap,No,No,No,No,No,No
352,,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
353,Logical Properties,Logical Properties,Logical Properties,Logical Properties,Logical Properties,Logical Properties,Logical Properties,Logical Properties
354,Early ideasfor css-logical-props,,,,,,,
355,Early ideasfor css-logical-props,block-size,No,No,41.0[g 56],No,No,No
356,Early ideasfor css-logical-props,inline-size,No,No,41.0[g 56],No,No,No
357,Early ideasfor css-logical-props,min-block-size,No,No,41.0[g 56],No,No,No
358,Early ideasfor css-logical-props,min-inline-size,No,No,41.0[g 56],No,No,No
359,Early ideasfor css-logical-props,max-block-size,No,No,41.0[g 56],No,No,No
360,Early ideasfor css-logical-props,max-inline-size,No,No,41.0[g 56],No,No,No
361,Early ideasfor css-logical-props,margin-block-start,No,No,41.0[g 56],No,No,No
362,Early ideasfor css-logical-props,margin-block-end,No,No,41.0[g 56],No,No,No
363,Early ideasfor css-logical-props,margin-inline-start,No,No,41.0[g 56],No,No,No
364,Early ideasfor css-logical-props,margin-inline-end,No,No,41.0[g 56],No,No,No
365,Early ideasfor css-logical-props,offset-block-start,No,No,41.0[g 56],No,No,No
366,Early ideasfor css-logical-props,offset-block-end,No,No,41.0[g 56],No,No,No
367,Early ideasfor css-logical-props,offset-inline-start,No,No,41.0[g 56],No,No,No
368,Early ideasfor css-logical-props,offset-inline-end,No,No,41.0[g 56],No,No,No
369,Early ideasfor css-logical-props,padding-block-start,No,No,41.0[g 56],No,No,No
370,Early ideasfor css-logical-props,padding-block-end,No,No,41.0[g 56],No,No,No
371,Early ideasfor css-logical-props,padding-inline-start,No,No,41.0[g 56],No,No,No
372,Early ideasfor css-logical-props,padding-inline-end,No,No,41.0[g 56],No,No,No
