22,ㄔㄥ,chʻêng,cheng,cheng,cheng,cheng,cheng,cherng,cheeng,chenq,ʈʂʰəŋ
23,ㄐㄧ,chi,ji,ji,ji,ji,ji,jyi,jii,jih,tɕi
24,ㄑㄧ,chʻi,chi,chi,ci,qi,chi,chyi,chii,chih,tɕʰi
25,ㄐㄧㄚ,chia,jia,jya,jia,jia,jia,jya,jea,jiah,tɕia
26,ㄑㄧㄚ,chʻia,chia,chya,cia,qia,chia,chya,chea,chiah,tɕʰia
27,ㄐㄧㄤ,chiang,jiang,jyang,jiang,jiang,jiang,jyang,jeang,jianq,tɕiaŋ
28,ㄑㄧㄤ,chʻiang,chiang,chyang,ciang,qiang,chiang,chyang,cheang,chianq,tɕʰiaŋ
29,ㄐㄧㄠ,chiao,jiau,jyau,jiao,jiao,jiau,jyau,jeau,jiaw,tɕiau
30,ㄑㄧㄠ,chʻiao,chiau,chyau,ciao,qiao,chiau,chyau,cheau,chiaw,tɕʰiau
31,ㄐㄧㄝ,chieh,jie,jye,jie,jie,jie,jye,jiee,jieh,tɕie
32,ㄑㄧㄝ,chʻieh,chie,chye,cie,qie,chie,chye,chiee,chieh,tɕʰie
33,ㄐㄧㄢ,chien,jian,jyan,jian,jian,jian,jyan,jean,jiann,tɕiɛn
34,ㄑㄧㄢ,chʻien,chian,chyan,cian,qian,chian,chyan,chean,chiann,tɕʰiɛn
35,ㄓ,chih,jr,jr,jhih,zhi,jy,jyr,jyy,jyh,ʈʂɨ
36,ㄔ,chʻih,chr,chr,chih,chi,chy,chyr,chyy,chyh,ʈʂʰɨ
37,ㄐㄧㄣ,chin,jin,jin,jin,jin,jin,jyn,jiin,jinn,tɕin
38,ㄑㄧㄣ,chʻin,chin,chin,cin,qin,chin,chyn,chiin,chinn,tɕʰin
39,ㄐㄧㄥ,ching,jing,jing,jing,jing,jing,jyng,jiing,jinq,tɕiŋ
40,ㄑㄧㄥ,chʻing,ching,ching,cing,qing,ching,chyng,chiing,chinq,tɕʰiŋ
41,ㄐㄧㄡ,chiu,jiou,jyou,jiou,jiu,jiou,jyou,jeou,jiow,tɕiou
42,ㄑㄧㄡ,chʻiu,chiou,chyou,ciou,qiu,chiou,chyou,cheou,chiow,tɕʰiou
43,ㄐㄩㄥ,chiung,jiung,jyung,jyong,jiong,jiong,jyong,jeong,jionq,tɕiʊŋ
44,ㄑㄩㄥ,chʻiung,chiung,chyung,cyong,qiong,chiong,chyong,cheong,chionq,tɕʰiʊŋ
45,ㄓㄨㄛ,cho,juo,jwo,jhuo,zhuo,juo,jwo,juoo,juoh,ʈʂuo
46,ㄔㄨㄛ,chʻo,chuo,chwo,chuo,chuo,chuo,chwo,chuoo,chuoh,ʈʂʰuo
47,ㄓㄡ,chou,jou,jou,jhou,zhou,jou,jour,joou,jow,ʈʂou
48,ㄔㄡ,chʻou,chou,chou,chou,chou,chou,chour,choou,chow,ʈʂʰou
49,ㄓㄨ,chu,ju,ju,jhu,zhu,ju,jwu,juu,juh,ʈʂu
50,ㄔㄨ,chʻu,chu,chu,chu,chu,chu,chwu,chuu,chuh,ʈʂʰu
51,ㄓㄨㄚ,chua,jua,jwa,jhua,zhua,jua,jwa,joa,juah,ʈʂua
52,ㄔㄨㄚ,chʻua,chua,chwa,chua,chua,chua,chuar,chuaa,chuah,ʈʂʰua
53,ㄓㄨㄞ,chuai,juai,jwai,jhuai,zhuai,juai,jwai,joai,juay,ʈʂuai
54,ㄔㄨㄞ,chʻuai,chuai,chwai,chuai,chuai,chuai,chwai,choai,chuay,ʈʂʰuai
55,ㄓㄨㄢ,chuan,juan,jwan,jhuan,zhuan,juan,jwan,joan,juann,ʈʂuan
56,ㄔㄨㄢ,chʻuan,chuan,chwan,chuan,chuan,chuan,chwan,choan,chuann,ʈʂʰuan
57,ㄓㄨㄤ,chuang,juang,jwang,jhuang,zhuang,juang,jwang,joang,juanq,ʈʂuaŋ
58,ㄔㄨㄤ,chʻuang,chuang,chwang,chuang,chuang,chuang,chwang,choang,chuanq,ʈʂʰuaŋ
59,ㄓㄨㄟ,chui,juei,jwei,jhuei,zhui,juei,jwei,joei,juey,ʈʂuei
60,ㄔㄨㄟ,chʻui,chuei,chwei,chuei,chui,chuei,chwei,choei,chuey,ʈʂʰuei
61,ㄓㄨㄣ,chun,juen,jwun,jhun,zhun,juen,jwen,joen,juenn,ʈʂuən
62,ㄔㄨㄣ,chʻun,chuen,chwun,chun,chun,chuen,chwen,choen,chuenn,ʈʂʰuən
63,ㄓㄨㄥ,chung,jung,jung,jhong,zhong,jong,jorng,joong,jonq,ʈʂʊŋ
64,ㄔㄨㄥ,chʻung,chung,chung,chong,chong,chong,chorng,choong,chonq,ʈʂʰʊŋ
65,ㄐㄩ,chü,jiu,jyu,jyu,ju,jiu,jyu,jeu,jiuh,tɕy
66,ㄑㄩ,chʻü,chiu,chyu,cyu,qu,chiu,chyu,cheu,chiuh,tɕʰy
67,ㄐㄩㄢ,chüan,jiuan,jywan,jyuan,juan,jiuan,jyuan,jeuan,jiuann,tɕyɛn
68,ㄑㄩㄢ,chʻüan,chiuan,chywan,cyuan,quan,chiuan,chyuan,cheuan,chiuann,tɕʰyɛn
69,ㄐㄩㄝ,chüeh,jiue,jywe,jyue,jue,jiue,jyue,jeue,jiueh,tɕye
70,ㄑㄩㄝ,chʻüeh,chiue,chywe,cyue,que,chiue,chyue,cheue,chiueh,tɕʰye
71,ㄐㄩㄣ,chün,jiun,jyun,jyun,jun,jiun,jyun,jeun,jiunn,tɕyn
72,ㄑㄩㄣ,chʻün,chiun,chyun,cyun,qun,chiun,chyun,cheun,chiunn,tɕʰyn
73,ㄜ,ê/o,e,e,e,e,e,er,ee,eh,ɤ
74,ㄝ,eh,ê,e,e,ê,è,èr,èe,èh,ɛ
75,ㄟ,ei,ei,ei,ei,ei,ei,eir,eei,ey,ei
76,ㄣ,ên,en,en,en,en,en,ern,een,enn,ən
77,ㄦ,êrh,er,er,er,er,el,erl,eel,ell,aɚ
78,ㄈㄚ,fa,fa,fa,fa,fa,fa,far,faa,fah,fa
79,ㄈㄢ,fan,fan,fan,fan,fan,fan,farn,faan,fann,fan
80,ㄈㄤ,fang,fang,fang,fang,fang,fang,farng,faang,fanq,faŋ
81,ㄈㄟ,fei,fei,fei,fei,fei,fei,feir,feei,fey,fei
82,ㄈㄣ,fên,fen,fen,fen,fen,fen,fern,feen,fenn,fən
83,ㄈㄥ,fêng,feng,feng,fong,feng,feng,ferng,feeng,fenq,fəŋ
84,ㄈㄛ,fo,fo,fwo,fo,fo,fo,for,foo,foh,fuo
85,ㄈㄡ,fou,fou,fou,fou,fou,fou,four,foou,fow,fou
86,ㄈㄨ,fu,fu,fu,fu,fu,fu,fwu,fuu,fuh,fu
87,ㄏㄚ,ha,ha,ha,ha,ha,ha,har,haa,hah,xa
88,ㄏㄞ,hai,hai,hai,hai,hai,hai,hair,hae,hay,xai
89,ㄏㄢ,han,han,han,han,han,han,harn,haan,hann,xan
90,ㄏㄤ,hang,hang,hang,hang,hang,hang,harng,haang,hanq,xaŋ
91,ㄏㄠ,hao,hau,hau,hao,hao,hau,haur,hao,haw,xau
92,ㄏㄟ,hei,hei,hei,hei,hei,hei,heir,heei,hey,xei
93,ㄏㄣ,hên,hen,hen,hen,hen,hen,hern,heen,henn,xən
94,ㄏㄥ,hêng,heng,heng,heng,heng,heng,herng,heeng,henq,xəŋ
95,ㄏㄜ,ho,he,he,he,he,he,her,hee,heh,xɤ
96,ㄏㄡ,hou,hou,hou,hou,hou,hou,hour,hoou,how,xou
97,ㄒㄧ,hsi,shi,syi,si,xi,shi,shyi,shii,shih,ɕi
98,ㄒㄧㄚ,hsia,shia,sya,sia,xia,shia,shya,shea,shiah,ɕia
99,ㄒㄧㄤ,hsiang,shiang,syang,siang,xiang,shiang,shyang,sheang,shianq,ɕiaŋ
100,ㄒㄧㄠ,hsiao,shiau,syau,siao,xiao,shiau,shyau,sheau,shiaw,ɕiau
101,ㄒㄧㄝ,hsieh,shie,sye,sie,xie,shie,shye,shiee,shieh,ɕie
102,ㄒㄧㄢ,hsien,shian,syan,sian,xian,shian,shyan,shean,shiann,ɕiɛn
103,ㄒㄧㄣ,hsin,shin,syin,sin,xin,shin,shyn,shiin,shinn,ɕin
104,ㄒㄧㄥ,hsing,shing,sying,sing,xing,shing,shyng,shiing,shinq,ɕiŋ
105,ㄒㄧㄡ,hsiu,shiou,syou,siou,xiu,shiou,shyou,sheou,shiow,ɕiou
106,ㄒㄩㄥ,hsiung,shiung,syung,syong,xiong,shiong,shyong,sheong,shionq,ɕiʊŋ
107,ㄒㄩ,hsü,shiu,syu,syu,xu,shiu,shyu,sheu,shiuh,ɕy
108,ㄒㄩㄢ,hsüan,shiuan,sywan,syuan,xuan,shiuan,shyuan,sheuan,shiuann,ɕyɛn
109,ㄒㄩㄝ,hsüeh,shiue,sywe,syue,xue,shiue,shyue,sheue,shiueh,ɕye
110,ㄒㄩㄣ,hsün,shiun,syun,syun,xun,shiun,shyun,sheun,shiunn,ɕyn
111,ㄏㄨ,hu,hu,hu,hu,hu,hu,hwu,huu,huh,xu
112,ㄏㄨㄚ,hua,hua,hwa,hua,hua,hua,hwa,hoa,huah,xua
113,ㄏㄨㄞ,huai,huai,hwai,huai,huai,huai,hwai,hoai,huay,xuai
114,ㄏㄨㄢ,huan,huan,hwan,huan,huan,huan,hwan,hoan,huann,xuan
115,ㄏㄨㄤ,huang,huang,hwang,huang,huang,huang,hwang,hoang,huanq,xuaŋ
116,ㄏㄨㄟ,hui,huei,hwei,huei,hui,huei,hwei,hoei,huey,xuei
117,ㄏㄨㄣ,hun,huen,hwun,hun,hun,huen,hwen,hoen,huenn,xuən
118,ㄏㄨㄥ,hung,hung,hung,hong,hong,hong,horng,hoong,honq,xʊŋ
119,ㄏㄨㄛ,huo,huo,hwo,huo,huo,huo,hwo,huoo,huoh,xuo
120,ㄧ,i/yi,yi,yi,yi,yi,i,yi,yii,yih,i
121,ㄖㄢ,jan,ran,ran,ran,ran,rhan,ran,raan,rann,ɻan
122,ㄖㄤ,jang,rang,rang,rang,rang,rhang,rang,raang,ranq,ɻaŋ
123,ㄖㄠ,jao,rau,rau,rao,rao,rhau,rau,rao,raw,ɻau
124,ㄖㄜ,jê,re,re,re,re,rhe,re,ree,reh,ɻɤ
125,ㄖㄣ,jên,ren,ren,ren,ren,rhen,ren,reen,renn,ɻən
126,ㄖㄥ,jêng,reng,reng,reng,reng,rheng,reng,reeng,renq,ɻəŋ
127,ㄖ,jih,r,r,rih,ri,rhy,ry,ryy,ryh,ɻɨ
128,ㄖㄨㄛ,jo,ruo,rwo,ruo,ruo,rhuo,ruo,ruoo,ruoh,ɻuo
129,ㄖㄡ,jou,rou,rou,rou,rou,rhou,rou,roou,row,ɻou
130,ㄖㄨ,ju,ru,ru,ru,ru,rhu,ru,ruu,ruh,ɻu
131,ㄖㄨㄢ,juan,ruan,rwan,ruan,ruan,rhuan,ruan,roan,ruann,ɻuan
132,ㄖㄨㄟ,jui,ruei,rwei,ruei,rui,rhuei,ruei,roei,ruey,ɻuei
133,ㄖㄨㄣ,jun,ruen,rwun,run,run,rhuen,ruen,roen,ruenn,ɻuən
134,ㄖㄨㄥ,jung,rung,rung,rong,rong,rhong,rong,roong,ronq,ɻʊŋ
135,ㄍㄚ,ka,ga,ga,ga,ga,ga,gar,gaa,gah,ka
136,ㄎㄚ,kʻa,ka,ka,ka,ka,ka,kar,kaa,kah,kʰa
137,ㄍㄞ,kai,gai,gai,gai,gai,gai,gair,gae,gay,kai
138,ㄎㄞ,kʻai,kai,kai,kai,kai,kai,kair,kae,kay,kʰai
139,ㄍㄢ,kan,gan,gan,gan,gan,gan,garn,gaan,gann,kan
140,ㄎㄢ,kʻan,kan,kan,kan,kan,kan,karn,kaan,kann,kʰan
141,ㄍㄤ,kang,gang,gang,gang,gang,gang,garng,gaang,ganq,kaŋ
142,ㄎㄤ,kʻang,kang,kang,kang,kang,kang,karng,kaang,kanq,kʰaŋ
143,ㄍㄠ,kao,gau,gau,gao,gao,gau,gaur,gao,gaw,kau
144,ㄎㄠ,kʻao,kau,kau,kao,kao,kau,kaur,kao,kaw,kʰau
145,ㄍㄟ,kei,gei,gei,gei,gei,gei,geir,geei,gey,kei
146,ㄎㄟ,kʻei,kei,kei,kei,kei,kei,keir,keei,key,kʰei
147,ㄍㄣ,kên,gen,gen,gen,gen,gen,gern,geen,genn,kən
148,ㄎㄣ,kʻên,ken,ken,ken,ken,ken,kern,keen,kenn,kʰən
149,ㄍㄥ,kêng,geng,geng,geng,geng,geng,gerng,geeng,genq,kəŋ
150,ㄎㄥ,kʻêng,keng,keng,keng,keng,keng,kerng,keeng,kenq,kʰəŋ
151,ㄍㄜ,ko,ge,ge,ge,ge,ge,ger,gee,geh,kɤ
152,ㄎㄜ,kʻo,ke,ke,ke,ke,ke,ker,kee,keh,kʰɤ
153,ㄍㄡ,kou,gou,gou,gou,gou,gou,gour,goou,gow,kou
154,ㄎㄡ,kʻou,kou,kou,kou,kou,kou,kour,koou,kow,kʰou
155,ㄍㄨ,ku,gu,gu,gu,gu,gu,gwu,guu,guh,ku
156,ㄎㄨ,kʻu,ku,ku,ku,ku,ku,kwu,kuu,kuh,kʰu
157,ㄍㄨㄚ,kua,gua,gwa,gua,gua,gua,gwa,goa,guah,kua
158,ㄎㄨㄚ,kʻua,kua,kwa,kua,kua,kua,kwa,koa,kuah,kʰua
159,ㄍㄨㄞ,kuai,guai,gwai,guai,guai,guai,gwai,goai,guay,kuai
160,ㄎㄨㄞ,kʻuai,kuai,kwai,kuai,kuai,kuai,kwai,koai,kuay,kʰuai
161,ㄍㄨㄢ,kuan,guan,gwan,guan,guan,guan,gwan,goan,guann,kuan
162,ㄎㄨㄢ,kʻuan,kuan,kwan,kuan,kuan,kuan,kwan,koan,kuann,kʰuan
163,ㄍㄨㄤ,kuang,guang,gwang,guang,guang,guang,gwang,goang,guanq,kuaŋ
164,ㄎㄨㄤ,kʻuang,kuang,kwang,kuang,kuang,kuang,kwang,koang,kuanq,kʰuaŋ
165,ㄍㄨㄟ,kuei,guei,gwei,guei,gui,guei,gwei,goei,guey,kuei
166,ㄎㄨㄟ,kʻuei,kuei,kwei,kuei,kui,kuei,kwei,koei,kuey,kʰuei
167,ㄍㄨㄣ,kun,guen,gwun,gun,gun,guen,gwen,goen,guenn,kuən
168,ㄎㄨㄣ,kʻun,kuen,kwun,kun,kun,kuen,kwen,koen,kuenn,kʰuən
169,ㄍㄨㄥ,kung,gung,gung,gong,gong,gong,gorng,goong,gonq,kʊŋ
170,ㄎㄨㄥ,kʻung,kung,kung,kong,kong,kong,korng,koong,konq,kʰʊŋ
171,ㄍㄨㄛ,kuo,guo,gwo,guo,guo,guo,gwo,guoo,guoh,kuo
172,ㄎㄨㄛ,kʻuo,kuo,kwo,kuo,kuo,kuo,kwo,kuoo,kuoh,kʰuo
173,ㄌㄚ,la,la,la,la,la,lha,la,laa,lah,la
174,ㄌㄞ,lai,lai,lai,lai,lai,lhai,lai,lae,lay,lai
175,ㄌㄢ,lan,lan,lan,lan,lan,lhan,lan,laan,lann,lan
176,ㄌㄤ,lang,lang,lang,lang,lang,lhang,lang,laang,lanq,laŋ
177,ㄌㄠ,lao,lau,lau,lao,lao,lhau,lau,lao,law,lau
178,ㄌㄜ,lê,le,le,le,le,lhe,le,lee,leh,lɤ
179,ㄌㄟ,lei,lei,lei,lei,lei,lhei,lei,leei,ley,lei
180,ㄌㄥ,lêng,leng,leng,leng,leng,lheng,leng,leeng,lenq,ləŋ
181,ㄌㄧ,li,li,li,li,li,lhi,li,lii,lih,li
182,ㄌㄧㄚ,lia,lia,lya,lia,lia,lhia,lia,lea,liah,lia
183,ㄌㄧㄤ,liang,liang,lyang,liang,liang,lhiang,liang,leang,lianq,liaŋ
184,ㄌㄧㄠ,liao,liau,lyau,liao,liao,lhiau,liau,leau,liaw,liau
185,ㄌㄧㄝ,lieh,lie,lye,lie,lie,lhie,lie,liee,lieh,lie
186,ㄌㄧㄢ,lien,lian,lyan,lian,lian,lhian,lian,lean,liann,liɛn
187,ㄌㄧㄣ,lin,lin,lin,lin,lin,lhin,lin,liin,linn,lin
188,ㄌㄧㄥ,ling,ling,ling,ling,ling,lhing,ling,liing,linq,liŋ
189,ㄌㄧㄡ,liu,liou,lyou,liou,liu,lhiou,liou,leou,liow,liou
190,ㄌㄛ,lo,lo,lo,lo,lo,lo,lor,loo,loh,lɔ
191,ㄌㄨㄛ,lo,luo,lwo,luo,luo,lhuo,luo,luoo,luoh,luo
192,ㄌㄡ,lou,lou,lou,lou,lou,lhou,lou,loou,low,lou
193,ㄌㄨ,lu,lu,lu,lu,lu,lhu,lu,luu,luh,lu
194,ㄌㄨㄢ,luan,luan,lwan,luan,luan,lhuan,luan,loan,luann,luan
195,ㄌㄨㄣ,lun,luen,lwun,lun,lun,lhuen,luen,loen,luenn,luən
196,ㄌㄨㄥ,lung,lung,lung,long,long,lhong,long,loong,lonq,lʊŋ
197,ㄌㄩ,lü,liu,lyu,lyu,lü,lhiu,liu,leu,liuh,ly
198,ㄌㄩㄝ,lüeh,liue,lywe,lyue,lüe,lhiue,liue,leue,liueh,lye
199,ㄌㄩㄣ,lün,liun,lyun,lyun,lün,lhiun,liun,leun,liunn,lyn
200,ㄇㄚ,ma,ma,ma,ma,ma,mha,ma,maa,mah,ma
201,ㄇㄞ,mai,mai,mai,mai,mai,mhai,mai,mae,may,mai
202,ㄇㄢ,man,man,man,man,man,mhan,man,maan,mann,man
203,ㄇㄤ,mang,mang,mang,mang,mang,mhang,mang,maang,manq,maŋ
204,ㄇㄠ,mao,mau,mau,mao,mao,mhau,mau,mao,maw,mau
205,ㄇㄜ,mê,me,me,me,me,mhe,me,mee,meh,mɤ
206,ㄇㄟ,mei,mei,mei,mei,mei,mhei,mei,meei,mey,mei
207,ㄇㄣ,mên,men,men,men,men,mhen,men,meen,menn,mən
208,ㄇㄥ,mêng,meng,meng,meng,meng,mheng,meng,meeng,menq,məŋ
209,ㄇㄧ,mi,mi,mi,mi,mi,mhi,mi,mii,mih,mi
210,ㄇㄧㄠ,miao,miau,myau,miao,miao,mhiau,miau,meau,miaw,miau
211,ㄇㄧㄝ,mieh,mie,mye,mie,mie,mhie,mie,miee,mieh,mie
212,ㄇㄧㄢ,mien,mian,myan,mian,mian,mhian,mian,mean,miann,miɛn
213,ㄇㄧㄣ,min,min,min,min,min,mhin,min,miin,minn,min
214,ㄇㄧㄥ,ming,ming,ming,ming,ming,mhing,ming,miing,minq,miŋ
215,ㄇㄧㄡ,miu,miou,myou,miou,miu,mhiou,miou,meou,miow,miou
216,ㄇㄛ,mo,mo,mwo,mo,mo,mho,mo,moo,moh,muo
217,ㄇㄡ,mou,mou,mou,mou,mou,mhou,mou,moou,mow,mou
218,ㄇㄨ,mu,mu,mu,mu,mu,mhu,mu,muu,muh,mu
219,ㄋㄚ,na,na,na,na,na,nha,na,naa,nah,na
220,ㄋㄞ,nai,nai,nai,nai,nai,nhai,nai,nae,nay,nai
221,ㄋㄢ,,,,,,nhan,,naan,nann,
222,ㄋㄤ,nang,nang,nang,nang,nang,nhang,nang,naang,nanq,naŋ
223,ㄋㄠ,nao,nau,nau,nao,nao,nhau,nau,nao,naw,nau
224,ㄋㄜ,nê,ne,ne,ne,ne,nhe,ne,nee,neh,nɤ
225,ㄋㄟ,nei,nei,nei,nei,nei,nhei,nei,neei,ney,nei
226,ㄋㄣ,nên,nen,nen,nen,nen,nhen,nen,neen,nenn,nən
227,ㄋㄥ,nêng,neng,neng,neng,neng,nheng,neng,neeng,nenq,nəŋ
228,ㄋㄧ,ni,ni,ni,ni,ni,nhi,ni,nii,nih,ni
229,ㄋㄧㄚ,nia,nia,nya,nia,nia,nia,niar,niaa,niah,nia
230,ㄋㄧㄤ,niang,niang,nyang,niang,niang,nhiang,niang,neang,nianq,niaŋ
231,ㄋㄧㄠ,niao,niau,nyau,niao,niao,nhiau,niau,neau,niaw,niau
232,ㄋㄧㄝ,nieh,nie,nye,nie,nie,nhie,nie,niee,nieh,nie
233,ㄋㄧㄢ,nien,nian,nyan,nian,nian,nhian,nian,nean,niann,niɛn
234,ㄋㄧㄣ,nin,nin,nin,nin,nin,nhin,nin,niin,ninn,nin
235,ㄋㄧㄥ,ning,ning,ning,ning,ning,nhing,ning,niing,ninq,niŋ
236,ㄋㄧㄡ,niu,niou,nyou,niou,niu,nhiou,niou,neou,niow,niou
237,ㄋㄨㄛ,no,nuo,nwo,nuo,nuo,nhuo,nuo,nuoo,nuoh,nuo
238,ㄋㄡ,nou,nou,nou,nou,nou,nhou,nou,noou,now,nou
239,ㄋㄨ,nu,nu,nu,nu,nu,nhu,nu,nuu,nuh,nu
240,ㄋㄨㄢ,nuan,nuan,nwan,nuan,nuan,nhuan,nuan,noan,nuann,nuan
241,ㄋㄨㄣ,nun,nuen,nwun,nun,nun,nhuen,nuen,noen,nuenn,nuən
242,ㄋㄨㄥ,nung,nung,nung,nong,nong,nhong,nong,noong,nonq,nʊŋ
243,ㄋㄩ,nü,niu,nyu,nyu,nü,nhiu,niu,neu,niuh,ny
244,ㄋㄩㄝ,nüeh,niue,nywe,nyue,nüe,nhiue,niue,neue,niueh,nye
245,ㄡ,ou,ou,ou,ou,ou,ou,our,oou,ow,ou
246,ㄅㄚ,pa,ba,ba,ba,ba,ba,bar,baa,bah,pa
247,ㄆㄚ,pʻa,pa,pa,pa,pa,pa,par,paa,pah,pʰa
248,ㄅㄞ,pai,bai,bai,bai,bai,bai,bair,bae,bay,pai
249,ㄆㄞ,pʻai,pai,pai,pai,pai,pai,pair,pae,pay,pʰai
250,ㄅㄢ,pan,ban,ban,ban,ban,ban,barn,baan,bann,pan
251,ㄆㄢ,pʻan,pan,pan,pan,pan,pan,parn,paan,pann,pʰan
252,ㄅㄤ,pang,bang,bang,bang,bang,bang,barng,baang,banq,paŋ
253,ㄆㄤ,pʻang,pang,pang,pang,pang,pang,parng,paang,panq,pʰaŋ
254,ㄅㄠ,pao,bau,bau,bao,bao,bau,baur,bao,baw,pau
255,ㄆㄠ,pʻao,pau,pau,pao,pao,pau,paur,pao,paw,pʰau
256,ㄅㄟ,pei,bei,bei,bei,bei,bei,beir,beei,bey,pei
257,ㄆㄟ,pʻei,pei,pei,pei,pei,pei,peir,peei,pey,pʰei
258,ㄅㄣ,pên,ben,ben,ben,ben,ben,bern,been,benn,pən
259,ㄆㄣ,pʻên,pen,pen,pen,pen,pen,pern,peen,penn,pʰən
260,ㄅㄥ,pêng,beng,beng,beng,beng,beng,berng,beeng,benq,pəŋ
261,ㄆㄥ,pʻêng,peng,peng,peng,peng,peng,perng,peeng,penq,pʰəŋ
262,ㄅㄧ,pi,bi,bi,bi,bi,bi,byi,bii,bih,pi
263,ㄆㄧ,pʻi,pi,pi,pi,pi,pi,pyi,pii,pih,pʰi
264,ㄅㄧㄠ,piao,biau,byau,biao,biao,biau,byau,beau,biaw,piau
265,ㄆㄧㄠ,pʻiao,piau,pyau,piao,piao,piau,pyau,peau,piaw,pʰiau
266,ㄅㄧㄝ,pieh,bie,bye,bie,bie,bie,bye,biee,bieh,pie
267,ㄆㄧㄝ,pʻieh,pie,pye,pie,pie,pie,pye,piee,pieh,pʰie
268,ㄅㄧㄢ,pien,bian,byan,bian,bian,bian,byan,bean,biann,piɛn
269,ㄆㄧㄢ,pʻien,pian,pyan,pian,pian,pian,pyan,pean,piann,pʰiɛn
270,ㄅㄧㄣ,pin,bin,bin,bin,bin,bin,byn,biin,binn,pin
271,ㄆㄧㄣ,pʻin,pin,pin,pin,pin,pin,pyn,piin,pinn,pʰin
272,ㄅㄧㄥ,ping,bing,bing,bing,bing,bing,byng,biing,binq,piŋ
273,ㄆㄧㄥ,pʻing,ping,ping,ping,ping,ping,pyng,piing,pinq,pʰiŋ
274,ㄅㄛ,po,bo,bwo,bo,bo,bo,bor,boo,boh,puo
275,ㄆㄛ,pʻo,po,pwo,po,po,po,por,poo,poh,pʰuo
276,ㄆㄡ,pʻou,pou,pou,pou,pou,pou,pour,poou,pow,pʰou
277,ㄅㄨ,pu,bu,bu,bu,bu,bu,bwu,buu,buh,pu
278,ㄆㄨ,pʻu,pu,pu,pu,pu,pu,pwu,puu,puh,pʰu
279,ㄙㄚ,sa,sa,sa,sa,sa,sa,sar,saa,sah,sa
280,ㄙㄞ,sai,sai,sai,sai,sai,sai,sair,sae,say,sai
281,ㄙㄢ,san,san,san,san,san,san,sarn,saan,sann,san
282,ㄙㄤ,sang,sang,sang,sang,sang,sang,sarng,saang,sanq,saŋ
283,ㄙㄠ,sao,sau,sau,sao,sao,sau,saur,sao,saw,sau
284,ㄙㄜ,sê,se,se,se,se,se,ser,see,seh,sɤ
285,ㄙㄟ,sei,sei,sei,sei,sei,sei,seir,seei,sey,sei
286,ㄙㄣ,sên,sen,sen,sen,sen,sen,sern,seen,senn,sən
287,ㄙㄥ,sêng,seng,seng,seng,seng,seng,serng,seeng,senq,səŋ
288,ㄕㄚ,sha,sha,sha,sha,sha,sha,shar,shaa,shah,ʂa
289,ㄕㄞ,shai,shai,shai,shai,shai,shai,shair,shae,shay,ʂai
290,ㄕㄢ,shan,shan,shan,shan,shan,shan,sharn,shaan,shann,ʂan
291,ㄕㄤ,shang,shang,shang,shang,shang,shang,sharng,shaang,shanq,ʂaŋ
292,ㄕㄠ,shao,shau,shau,shao,shao,shau,shaur,shao,shaw,ʂau
